<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.07.15	1.16871	1.17448	1.15750	1.17212	813049	0	0
2018.07.22	1.17249	1.17514	1.16202	1.16575	647096	0	0
2018.07.29	1.16570	1.17460	1.15602	1.15667	562834	0	0
2018.08.05	1.15668	1.16284	1.13880	1.14093	580770	0	0
2018.08.12	1.13709	1.14450	1.13010	1.14386	793882	0	0
2018.08.19	1.14373	1.16399	1.13944	1.16215	659451	0	0
2018.08.26	1.16140	1.17336	1.15846	1.16060	639113	0	0
2018.09.02	1.15950	1.16593	1.15301	1.15523	623956	0	0
2018.09.09	1.15480	1.17217	1.15258	1.16220	539900	0	0
2018.09.16	1.16230	1.18027	1.16179	1.17540	453340	0	0
2018.09.23	1.17417	1.18152	1.15698	1.16027	490917	0	0
2018.09.30	1.16169	1.16248	1.14634	1.15191	536139	0	0
2018.10.07	1.15210	1.16105	1.14323	1.15576	556500	0	0
2018.10.14	1.15370	1.16216	1.14330	1.15146	513116	0	0
2018.10.21	1.15150	1.15502	1.13357	1.14023	563570	0	0
2018.10.28	1.13918	1.14559	1.13022	1.13867	529600	0	0
2018.11.04	1.13869	1.14996	1.13162	1.13344	540047	0	0
2018.11.11	1.13178	1.14201	1.12155	1.14171	608807	0	0
2018.11.18	1.14128	1.14724	1.13273	1.13320	432925	0	0
2018.11.25	1.13399	1.14017	1.12672	1.13197	456802	0	0
2018.12.02	1.13491	1.14236	1.13105	1.14012	459209	0	0
2018.12.09	1.13903	1.14430	1.12699	1.13033	476863	0	0
2018.12.16	1.13068	1.14859	1.13029	1.13675	493774	0	0
2018.12.23	1.13693	1.14728	1.13429	1.14405	356660	0	0
2018.12.30	1.14328	1.14967	1.12982	1.13972	409656	0	0
2019.01.06	1.13948	1.15698	1.13946	1.14644	466795	0	0
2019.01.13	1.14578	1.14897	1.13532	1.13634	435205	0	0
2019.01.20	1.13600	1.14176	1.12894	1.14055	381961	0	0
2019.01.27	1.14003	1.15142	1.13901	1.14534	418643	0	0
2019.02.03	1.14507	1.14604	1.13212	1.13234	296981	0	0
2019.02.10	1.13188	1.13415	1.12341	1.12922	325430	0	0
2019.02.17	1.12918	1.13712	1.12756	1.13320	328426	0	0
2019.02.24	1.13338	1.14196	1.13278	1.13623	338524	0	0
2019.03.03	1.13823	1.13823	1.11762	1.12330	268549	0	0
2019.03.10	1.12308	1.13444	1.12219	1.13250	265410	0	0
2019.03.17	1.13202	1.14480	1.12733	1.13003	273202	0	0
2019.03.24	1.12885	1.13314	1.12099	1.12172	302296	0	0
2019.03.31	1.12248	1.12546	1.11837	1.12158	237803	0	0
2019.04.07	1.12141	1.13240	1.12103	1.12982	216714	0	0
2019.04.14	1.13035	1.13238	1.12262	1.12409	211326	0	0
2019.04.21	1.12398	1.12622	1.11125	1.11449	228077	0	0
2019.04.28	1.11448	1.12646	1.11350	1.12026	238038	0	0
2019.05.05	1.11709	1.12536	1.11659	1.12340	291745	0	0
2019.05.12	1.12298	1.12636	1.11552	1.11573	249766	0	0
2019.05.19	1.11598	1.12122	1.11071	1.12051	225606	0	0
2019.05.26	1.12090	1.12151	1.11161	1.11691	215125	0	0
2019.06.02	1.11598	1.13477	1.11598	1.13326	317387	0	0
2019.06.09	1.13220	1.13435	1.12026	1.12112	265481	0	0
2019.06.16	1.12094	1.13778	1.11813	1.13690	316873	0	0
2019.06.23	1.13699	1.14122	1.13443	1.13697	298352	0	0
2019.06.30	1.13595	1.13712	1.12074	1.12254	229288	0	0
2019.07.07	1.12221	1.12858	1.11934	1.12707	234413	0	0
2019.07.14	1.12662	1.12839	1.11998	1.12219	236008	0	0
2019.07.21	1.12149	1.12254	1.11014	1.11283	229163	0	0
2019.07.28	1.11238	1.11622	1.10269	1.11055	316944	0	0
2019.08.04	1.11039	1.12497	1.10983	1.12009	380524	0	0
2019.08.11	1.11978	1.12307	1.10663	1.10897	322619	0	0
2019.08.18	1.10919	1.11533	1.10518	1.11427	245300	0	0
2019.08.25	1.11498	1.11639	1.09633	1.09903	311728	0	0
2019.09.01	1.09889	1.10848	1.09264	1.10253	269882	0	0
2019.09.08	1.10228	1.11096	1.09269	1.10720	263995	0	0
2019.09.15	1.10731	1.10865	1.09904	1.10196	277774	0	0
2019.09.22	1.10113	1.10254	1.09046	1.09416	270192	0	0
2019.09.29	1.09418	1.09994	1.08792	1.09783	278709	0	0
2019.10.06	1.09797	1.10628	1.09410	1.10353	292078	0	0
2019.10.13	1.10315	1.11710	1.09913	1.11682	278929	0	0
2019.10.20	1.11607	1.11795	1.10732	1.10800	212051	0	0
2019.10.27	1.10795	1.11755	1.10736	1.11651	223363	0	0
2019.11.03	1.11680	1.11755	1.10168	1.10198	226482	0	0
2019.11.10	1.10222	1.10568	1.09890	1.10524	179292	0	0
2019.11.17	1.10477	1.10970	1.10146	1.10196	183268	0	0
2019.11.24	1.10161	1.10322	1.09812	1.10183	159447	0	0
2019.12.01	1.10227	1.11162	1.10030	1.10601	182504	0	0
2019.12.08	1.10492	1.11992	1.10492	1.11187	217677	0	0
2019.12.15	1.11247	1.11746	1.10663	1.10764	180819	0	0
2019.12.22	1.10767	1.11884	1.10692	1.11763	116562	0	0
2019.12.29	1.11709	1.12392	1.11250	1.11568	167233	0	0
2020.01.05	1.11577	1.12056	1.10850	1.11210	228793	0	0
2020.01.12	1.11106	1.11726	1.10863	1.10895	175489	0	0
2020.01.19	1.10901	1.11180	1.10198	1.10273	161247	0	0
2020.01.26	1.10302	1.10954	1.09924	1.10946	166320	0	0
2020.02.02	1.10932	1.10941	1.09420	1.09439	169098	0	0
2020.02.09	1.09444	1.09576	1.08274	1.08302	156884	0	0
2020.02.16	1.08371	1.08636	1.07778	1.08478	175655	0	0
2020.02.23	1.08129	1.10532	1.08052	1.10289	385734	0	0
2020.03.01	1.10428	1.13548	1.10363	1.12895	501775	0	0
2020.03.08	1.13469	1.14951	1.10552	1.11002	837316	0	0
2020.03.15	1.10635	1.12365	1.06378	1.06973	1021620	0	0
2020.03.22	1.07015	1.11472	1.06358	1.11391	843506	0	0
2020.03.29	1.11167	1.11441	1.07727	1.08075	630255	0	0
2020.04.05	1.08081	1.09525	1.07685	1.09306	409073	0	0
2020.04.12	1.09485	1.09908	1.08120	1.08712	375316	0	0
2020.04.19	1.08630	1.08968	1.07272	1.08261	318007	0	0
2020.04.26	1.08212	1.10188	1.08096	1.09806	301571	0	0
2020.05.03	1.09677	1.09737	1.07666	1.08384	292957	0	0
2020.05.10	1.08282	1.08966	1.07750	1.08190	284994	0	0
2020.05.17	1.08078	1.10083	1.07960	1.09032	254423	0	0
2020.05.24	1.08956	1.11451	1.08706	1.11007	327494	0	0
2020.05.31	1.11137	1.13838	1.11005	1.12900	445565	0	0
2020.06.07	1.12934	1.14226	1.12127	1.12596	529425	0	0
2020.06.14	1.12333	1.13534	1.11682	1.11777	546022	0	0
2020.06.21	1.11824	1.13488	1.11686	1.12185	447006	0	0
2020.06.28	1.12148	1.13027	1.11854	1.12474	374870	0	0
2020.07.05	1.12433	1.13708	1.12385	1.12990	391037	0	0
2020.07.12	1.13045	1.14521	1.13008	1.14246	381151	0	0
2020.07.19	1.14060	1.16583	1.14026	1.16556	578064	0	0
2020.07.26	1.16425	1.19088	1.16404	1.17735	688742	0	0
2020.08.02	1.17708	1.19160	1.16960	1.17868	622431	0	0
2020.08.09	1.17869	1.18642	1.17112	1.18404	554045	0	0
2020.08.16	1.18394	1.19658	1.17542	1.17956	545294	0	0
2020.08.23	1.17892	1.19199	1.17626	1.19063	580782	0	0
2020.08.30	1.18938	1.20115	1.17809	1.18379	630464	0	0
2020.09.06	1.18448	1.19174	1.17529	1.18446	542363	0	0
2020.09.13	1.18347	1.19006	1.17376	1.18426	491540	0	0
2020.09.20	1.18398	1.18717	1.16122	1.16307	558459	0	0
2020.09.27	1.16194	1.17698	1.16152	1.17162	537212	0	0
2020.10.04	1.17108	1.18309	1.17058	1.18302	417115	0	0
2020.10.11	1.18102	1.18268	1.16885	1.17147	358520	0	0
2020.10.18	1.17158	1.18808	1.17032	1.18614	369226	0	0
2020.10.25	1.18532	1.18599	1.16401	1.16454	387204	0	0
2020.11.01	1.16464	1.18911	1.16029	1.18752	557512	0	0
2020.11.08	1.18893	1.19201	1.17455	1.18325	496006	0	0
2020.11.15	1.18402	1.18938	1.18143	1.18580	338939	0	0
2020.11.22	1.18526	1.19637	1.17999	1.19609	318416	0	0
2020.11.29	1.19611	1.21776	1.19239	1.21209	415180	0	0
2020.12.06	1.21298	1.21663	1.20588	1.21138	417599	0	0
2020.12.13	1.21349	1.22728	1.21157	1.22550	359645	0	0
2020.12.20	1.22199	1.22570	1.21296	1.21808	324768	0	0
2020.12.27	1.21796	1.23101	1.21795	1.22168	271669	0	0
2021.01.03	1.22393	1.23495	1.21932	1.22193	567993	0	0
2021.01.10	1.22155	1.22228	1.20749	1.20757	458962	0	0
2021.01.17	1.20822	1.21897	1.20536	1.21713	379835	0	0
2021.01.24	1.21668	1.21834	1.20584	1.21367	497739	0	0
2021.01.31	1.21280	1.21366	1.19522	1.20489	391722	0	0
2021.02.07	1.20374	1.21495	1.20198	1.21182	311995	0	0
2021.02.14	1.21242	1.21694	1.20233	1.21172	325393	0	0
2021.02.21	1.21124	1.22429	1.20623	1.20736	518397	0	0
2021.02.28	1.20700	1.21132	1.18928	1.19102	508330	0	0
2021.03.07	1.19169	1.19900	1.18356	1.19518	450983	0	0
2021.03.14	1.19433	1.19889	1.18740	1.19061	375690	0	0
2021.03.21	1.18716	1.19468	1.17619	1.17929	362195	0	0
2021.03.28	1.17908	1.17938	1.17041	1.17623	282630	0	0
2021.04.04	1.17548	1.19274	1.17379	1.19012	283784	0	0
2021.04.11	1.18898	1.19948	1.18712	1.19822	312664	0	0
2021.04.18	1.19718	1.21000	1.19425	1.20975	230261	0	0
2021.04.25	1.20911	1.21500	1.20167	1.20215	208230	0	0
2021.05.02	1.20308	1.21714	1.19861	1.21635	192510	0	0
2021.05.09	1.21596	1.21818	1.20515	1.21458	248399	0	0
2021.05.16	1.21480	1.22453	1.21261	1.21803	226942	0	0
2021.05.23	1.21810	1.22664	1.21327	1.21930	230148	0	0
2021.05.30	1.22000	1.22544	1.21040	1.21666	200786	0	0
2021.06.06	1.21623	1.22180	1.20926	1.21079	183840	0	0
2021.06.13	1.21074	1.21441	1.18475	1.18616	235170	0	0
2021.06.20	1.18570	1.19753	1.18476	1.19362	247823	0	0
2021.06.27	1.19338	1.19446	1.18075	1.18664	236306	0	0
2021.07.04	1.18622	1.18950	1.17817	1.18773	245171	0	0
2021.07.11	1.18699	1.18802	1.17719	1.18053	233972	0	0
2021.07.18	1.18080	1.18304	1.17520	1.17722	242210	0	0
2021.07.25	1.17736	1.19086	1.17634	1.18696	223362	0	0
2021.08.01	1.18676	1.18997	1.17544	1.17604	185235	0	0
2021.08.08	1.17602	1.18047	1.17060	1.17952	160003	0	0
2021.08.15	1.17954	1.18010	1.16640	1.16999	189768	0	0
2021.08.22	1.16954	1.18024	1.16905	1.17965	180244	0	0
2021.08.29	1.17958	1.19090	1.17828	1.18784	183864	0	0
2021.09.05	1.18820	1.18864	1.18022	1.18104	197417	0	0
2021.09.12	1.18154	1.18458	1.17246	1.17260	214829	0	0
2021.09.19	1.17306	1.17556	1.16836	1.17206	227790	0	0
2021.09.26	1.17258	1.17258	1.15627	1.15932	264665	0	0
2021.10.03	1.15996	1.16401	1.15292	1.15746	223229	0	0
2021.10.10	1.15713	1.16244	1.15245	1.15992	204380	0	0
2021.10.17	1.15909	1.16695	1.15719	1.16441	215956	0	0
2021.10.24	1.16419	1.16922	1.15352	1.15637	241368	0	0
2021.10.31	1.15558	1.16165	1.15134	1.15675	237742	0	0
2021.11.07	1.15602	1.16089	1.14330	1.14438	227261	0	0
2021.11.14	1.14459	1.14639	1.12501	1.12820	251251	0	0
2021.11.21	1.12911	1.13308	1.11864	1.13087	273855	0	0
2021.11.28	1.13014	1.13829	1.12354	1.13100	312562	0	0
2021.12.05	1.13043	1.13549	1.12274	1.13168	227435	0	0
2021.12.12	1.13118	1.13604	1.12219	1.12353	227491	0	0
2021.12.19	1.12392	1.13435	1.12348	1.13206	185443	0	0
2021.12.26	1.13202	1.13864	1.12738	1.13847	151105	0	0
2022.01.02	1.13753	1.13784	1.12723	1.13613	224179	0	0
2022.01.09	1.13518	1.14829	1.12852	1.14164	234559	0	0
2022.01.16	1.14135	1.14344	1.13009	1.13427	233175	0	0
2022.01.23	1.13412	1.13451	1.11215	1.11487	269689	0	0
2022.01.30	1.11430	1.14839	1.11385	1.14496	275437	0	0
2022.02.06	1.14630	1.14949	1.13298	1.13466	281285	0	0
2022.02.13	1.13336	1.13960	1.12801	1.13229	299177	0	0
2022.02.20	1.13172	1.13904	1.11065	1.12718	360097	0	0
2022.02.27	1.11255	1.12466	1.08854	1.09334	436463	0	0
2022.03.06	1.09274	1.11214	1.08061	1.09123	494308	0	0
2022.03.13	1.09216	1.11376	1.09008	1.10507	388416	0	0
2022.03.20	1.10562	1.10701	1.09610	1.09834	318362	0	0
2022.03.27	1.09849	1.11849	1.09448	1.10488	398861	0	0
2022.04.03	1.10321	1.10545	1.08364	1.08765	306310	0	0
2022.04.10	1.09200	1.09333	1.07576	1.08090	308271	0	0
2022.04.17	1.08035	1.09363	1.07613	1.07969	330876	0	0
2022.04.24	1.08078	1.08138	1.04714	1.05427	433116	0	0
2022.05.01	1.05564	1.06420	1.04828	1.05446	426344	0	0
2022.05.08	1.05405	1.05926	1.03495	1.04074	461323	0	0
2022.05.15	1.04078	1.06072	1.03891	1.05621	385203	0	0
2022.05.22	1.05606	1.07650	1.05571	1.07312	355464	0	0
2022.05.29	1.07332	1.07870	1.06274	1.07188	332424	0	0
2022.06.05	1.07168	1.07740	1.05059	1.05190	374270	0	0
2022.06.12	1.05152	1.06014	1.03590	1.04953	568933	0	0
2022.06.19	1.04771	1.06056	1.04690	1.05554	426801	0	0
2022.06.26	1.05489	1.06149	1.03655	1.04246	439761	0	0
2022.07.03	1.04193	1.04628	1.00719	1.01854	419577	0	0
2022.07.10	1.01788	1.01850	0.99522	1.00875	478416	0	0
2022.07.17	1.00815	1.02780	1.00786	1.02143	407894	0	0
2022.07.24	1.02091	1.02578	1.00967	1.02265	410760	0	0
2022.07.31	1.02134	1.02939	1.01229	1.01781	418967	0	0
2022.08.07	1.01742	1.03686	1.01593	1.02589	330889	0	0
2022.08.14	1.02547	1.02683	1.00319	1.00411	350346	0	0
2022.08.21	1.00363	1.00899	0.99004	0.99650	379371	0	0
2022.08.28	0.99644	1.00791	0.99110	0.99564	421412	0	0
2022.09.04	0.99208	1.01133	0.98640	1.00406	414975	0	0
2022.09.11	1.01042	1.01978	0.99452	1.00142	417520	0	0
2022.09.18	1.00066	1.00506	0.96682	0.96885	450911	0	0
2022.09.25	0.96672	0.98540	0.95362	0.98010	631024	0	0
2022.10.02	0.97756	0.99996	0.97260	0.97407	482068	0	0
2022.10.09	0.97285	0.98086	0.96316	0.97241	457255	0	0
2022.10.16	0.97218	0.98758	0.97050	0.98611	453036	0	0
2022.10.23	0.98730	1.00938	0.98069	0.99658	473535	0	0
2022.10.30	0.99463	0.99758	0.97302	0.99581	434083	0	0
2022.11.06	0.99047	1.03642	0.99010	1.03528	495026	0	0
2022.11.13	1.03341	1.04815	1.02714	1.03225	496396	0	0
2022.11.20	1.03217	1.04486	1.02228	1.03935	355891	0	0
2022.11.27	1.03703	1.05450	1.02903	1.05405	458822	0	0
2022.12.04	1.05278	1.05949	1.04432	1.05349	421417	0	0
2022.12.11	1.05259	1.07366	1.05062	1.05856	411744	0	0
2022.12.18	1.05894	1.06594	1.05733	1.06160	372665	0	0
2022.12.25	1.06354	1.07132	1.06054	1.07007	242962	0	0
2023.01.01	1.06950	1.07092	1.04834	1.06437	348714	0	0
2023.01.08	1.06399	1.08680	1.06371	1.08330	374083	0	0
2023.01.15	1.08286	1.08876	1.07662	1.08562	355670	0	0
2023.01.22	1.08681	1.09296	1.08352	1.08688	303165	0	0
2023.01.29	1.08623	1.10329	1.07926	1.07940	345743	0	0
2023.02.05	1.07824	1.07990	1.06664	1.06772	332061	0	0
2023.02.12	1.06807	1.08041	1.06128	1.06937	345336	0	0
2023.02.19	1.06851	1.07047	1.05362	1.05458	319605	0	0
2023.02.26	1.05429	1.06914	1.05329	1.06341	334652	0	0
2023.03.05	1.06239	1.07006	1.05243	1.06395	345801	0	0
2023.03.12	1.06810	1.07599	1.05162	1.06647	497975	0	0
2023.03.19	1.06884	1.09300	1.06313	1.07587	360861	0	0
2023.03.26	1.07750	1.09263	1.07450	1.08415	279427	0	0
2023.04.02	1.08397	1.09733	1.07882	1.08986	239239	0	0
2023.04.09	1.08974	1.10759	1.08313	1.09942	245668	0	0
2023.04.16	1.09887	1.09998	1.09092	1.09894	247352	0	0
2023.04.23	1.09912	1.10954	1.09625	1.10165	281814	0	0
2023.04.30	1.10222	1.10920	1.09420	1.10185	280410	0	0
2023.05.07	1.10204	1.10537	1.08480	1.08496	234406	0	0
2023.05.14	1.08562	1.09047	1.07599	1.08059	227924	0	0
2023.05.21	1.08046	1.08314	1.07018	1.07251	249034	0	0
2023.05.28	1.07158	1.07790	1.06352	1.07073	228234	0	0
2023.06.04	1.07110	1.07871	1.06670	1.07491	215588	0	0
2023.06.11	1.07462	1.09708	1.07331	1.09421	242156	0	0
2023.06.18	1.09399	1.10123	1.08446	1.08954	244855	0	0
2023.06.25	1.09050	1.09768	1.08354	1.09098	250353	0	0
2023.07.02	1.09105	1.09733	1.08334	1.09681	231692	0	0
2023.07.09	1.09571	1.12448	1.09436	1.12253	268900	0	0
2023.07.16	1.12292	1.12757	1.11078	1.11254	272661	0	0
2023.07.23	1.11230	1.11498	1.09435	1.10161	312366	0	0
2023.07.30	1.10204	1.10458	1.09123	1.10099	306799	0	0
2023.08.06	1.10100	1.10650	1.09291	1.09466	261968	0	0
2023.08.13	1.09497	1.09602	1.08450	1.08688	299039	0	0
2023.08.20	1.08653	1.09304	1.07658	1.07941	268906	0	0
2023.08.27	1.07959	1.09454	1.07722	1.07735	263117	0	0
2023.09.03	1.07753	1.08089	1.06862	1.07005	223296	0	0
2023.09.10	1.07146	1.07685	1.06319	1.06611	251055	0	0
2023.09.17	1.06566	1.07368	1.06149	1.06459	232739	0	0
2023.09.24	1.06430	1.06557	1.04881	1.05732	258607	0	0
2023.10.01	1.05665	1.05999	1.04483	1.05845	282454	0	0
2023.10.08	1.05501	1.06399	1.04955	1.05089	278334	0	0
2023.10.15	1.05054	1.06167	1.05031	1.05948	265442	0	0
2023.10.22	1.05949	1.06942	1.05222	1.05659	245827	0	0
2023.10.29	1.05642	1.07468	1.05168	1.07266	258370	0	0
2023.11.05	1.07234	1.07564	1.06563	1.06846	227889	0	0
2023.11.12	1.06828	1.09142	1.06651	1.09136	233213	0	0
2023.11.19	1.09100	1.09653	1.08532	1.09373	213464	0	0
2023.11.26	1.09444	1.10172	1.08286	1.08840	270543	0	0
2023.12.03	1.08743	1.08950	1.07234	1.07617	292925	0	0
2023.12.10	1.07586	1.10092	1.07416	1.08939	288425	0	0
2023.12.17	1.08974	1.10402	1.08922	1.10137	260999	0	0
2023.12.24	1.10017	1.11394	1.10017	1.10372	158310	0	0
2023.12.31	1.10435	1.10446	1.08769	1.09415	227290	0	0
2024.01.07	1.09326	1.09976	1.09103	1.09504	268688	0	0
2024.01.14	1.09457	1.09674	1.08446	1.08970	260462	0	0
2024.01.21	1.08899	1.09324	1.08130	1.08549	283306	0	0
2024.01.28	1.08427	1.08975	1.07800	1.07877	338057	0	0
2024.02.04	1.07849	1.07952	1.07226	1.07854	286540	0	0
2024.02.11	1.07767	1.08057	1.06951	1.07763	256927	0	0
2024.02.18	1.07716	1.08885	1.07617	1.08209	266265	0	0
2024.02.25	1.08310	1.08660	1.07959	1.08401	285261	0	0
2024.03.03	1.08273	1.09812	1.08273	1.09377	300159	0	0
2024.03.10	1.09420	1.09639	1.08730	1.08866	361716	0	0
2024.03.17	1.08903	1.09426	1.08018	1.08081	347627	0	0
2024.03.24	1.08074	1.08644	1.07677	1.07924	279432	0	0
2024.03.31	1.07857	1.08766	1.07247	1.08367	314985	0	0
2024.04.07	1.08357	1.08851	1.06226	1.06401	349197	0	0
2024.04.14	1.06328	1.06901	1.06013	1.06561	422685	0	0
2024.04.21	1.06481	1.07530	1.06241	1.06925	329029	0	0
2024.04.28	1.06864	1.08128	1.06496	1.07638	368422	0	0
2024.05.05	1.07661	1.07909	1.07240	1.07692	247326	0	0
2024.05.12	1.07686	1.08951	1.07658	1.08690	256439	0	0
2024.05.19	1.08663	1.08846	1.08049	1.08461	263453	0	0
2024.05.26	1.08457	1.08891	1.07884	1.08485	274056	0	0
2024.06.02	1.08463	1.09162	1.07994	1.08019	326135	0	0
2024.06.09	1.07726	1.08524	1.06676	1.07058	361213	0	0
2024.06.16	1.07035	1.07615	1.06711	1.06920	316730	0	0
2024.06.23	1.06827	1.07465	1.06661	1.07139	335397	0	0
2024.06.30	1.07441	1.08427	1.07100	1.08390	295290	0	0
2024.07.07	1.08013	1.09114	1.08012	1.09061	298416	0	0
2024.07.14	1.08845	1.09482	1.08716	1.08824	327016	0	0
2024.07.21	1.08854	1.09028	1.08258	1.08554	329051	0	0
2024.07.28	1.08541	1.09267	1.07776	1.09105	394036	0	0
2024.08.04	1.09240	1.10089	1.08816	1.09156	520855	0	0
2024.08.11	1.09145	1.10474	1.09101	1.10286	294896	0	0
2024.08.18	1.10277	1.12010	1.10219	1.11920	316850	0	0
2024.08.25	1.11868	1.12018	1.10440	1.10480	327382	0	0
2024.09.01	1.10471	1.11555	1.10265	1.10858	340360	0	0
2024.09.08	1.10785	1.11019	1.10021	1.10744	307217	0	0
2024.09.15	1.10770	1.11889	1.10687	1.11629	333673	0	0
2024.09.22	1.11599	1.12141	1.10833	1.11632	315632	0	0
2024.09.29	1.11568	1.12089	1.09513	1.09745	326197	0	0
2024.10.06	1.09637	1.09972	1.09002	1.09366	262944	0	0
2024.10.13	1.09309	1.09367	1.08111	1.08675	224270	0	0
2024.10.20	1.08605	1.08717	1.07613	1.07959	220399	0	0
2024.10.27	1.07931	1.09058	1.07689	1.08337	269071	0	0
2024.11.03	1.08785	1.09373	1.06825	1.07189	365035	0	0
2024.11.10	1.07020	1.07280	1.04964	1.05357	326808	0	0
2024.11.17	1.05301	1.06098	1.05237	1.05490	147087	0	0
